relation,display_relation,x_index,y_index
drug_protein,carrier,14125,4003
drug_protein,carrier,14126,4315
drug_protein,carrier,14127,4315
drug_protein,carrier,14128,4315
drug_protein,carrier,14129,4315
drug_protein,carrier,14130,4315
drug_protein,carrier,14131,4315
drug_protein,carrier,14052,4315
drug_protein,carrier,14132,4315
drug_protein,carrier,14133,4315
drug_protein,carrier,14134,4315
drug_protein,carrier,14135,4315
drug_protein,carrier,14136,4315
drug_protein,carrier,14137,4315
drug_protein,carrier,14138,4315
drug_protein,carrier,14139,4315
drug_protein,carrier,14140,4315
drug_protein,carrier,14141,4315
drug_protein,carrier,14142,4315
drug_protein,carrier,14143,4315
drug_protein,carrier,14144,4315
drug_protein,carrier,14145,4315
drug_protein,carrier,14146,4315
drug_protein,carrier,14059,4315
drug_protein,carrier,14147,4315
drug_protein,carrier,14148,4315
drug_protein,carrier,14149,4315
drug_protein,carrier,14150,4315
drug_protein,carrier,14151,4315
drug_protein,carrier,14152,4315
drug_protein,carrier,14153,4315
drug_protein,carrier,14154,4315
drug_protein,carrier,14155,4315
drug_protein,carrier,14156,4315
drug_protein,carrier,14157,4315
drug_protein,carrier,14158,4315
drug_protein,carrier,14159,4315
drug_protein,carrier,14160,4315
drug_protein,carrier,14161,4315
drug_protein,carrier,14162,4315
drug_protein,carrier,14163,4315
drug_protein,carrier,14164,4315
drug_protein,carrier,14165,4315
drug_protein,carrier,14166,4315
drug_protein,carrier,14167,4315
drug_protein,carrier,14168,4315
drug_protein,carrier,14169,4315
drug_protein,carrier,14170,4315
drug_protein,carrier,14019,4315
drug_protein,carrier,14060,4315
drug_protein,carrier,14171,4315
drug_protein,carrier,14172,4315
drug_protein,carrier,14173,4315
drug_protein,carrier,14174,4315
drug_protein,carrier,14175,4315
drug_protein,carrier,14176,4315
drug_protein,carrier,14177,4315
drug_protein,carrier,14178,4315
drug_protein,carrier,14179,4315
drug_protein,carrier,14180,4315
drug_protein,carrier,14181,4315
drug_protein,carrier,14182,4315
drug_protein,carrier,14183,4315
drug_protein,carrier,14184,4315
drug_protein,carrier,14185,4315
drug_protein,carrier,14186,4315
drug_protein,carrier,14187,4315
drug_protein,carrier,14188,4315
drug_protein,carrier,14189,4315
drug_protein,carrier,14190,4315
drug_protein,carrier,14191,4315
drug_protein,carrier,14192,4315
drug_protein,carrier,14193,4315
drug_protein,carrier,14194,4315
drug_protein,carrier,14195,4315
drug_protein,carrier,14196,4315
drug_protein,carrier,14197,4315
drug_protein,carrier,14198,4315
drug_protein,carrier,14199,4315
drug_protein,carrier,14200,4315
drug_protein,carrier,14061,4315
drug_protein,carrier,14201,4315
drug_protein,carrier,14202,4315
drug_protein,carrier,14203,4315
drug_protein,carrier,14204,4315
drug_protein,carrier,14205,4315
drug_protein,carrier,14206,4315
drug_protein,carrier,14207,4315
drug_protein,carrier,14023,4315
drug_protein,carrier,14208,4315
drug_protein,carrier,14209,4315
drug_protein,carrier,14024,4315
drug_protein,carrier,14210,4315
drug_protein,carrier,14211,4315
drug_protein,carrier,14212,4315
drug_protein,carrier,14213,4315
drug_protein,carrier,14214,4315
drug_protein,carrier,14215,4315
drug_protein,carrier,14216,4315
drug_protein,carrier,14027,4315
drug_protein,carrier,14217,4315
drug_protein,carrier,14218,4315
drug_protein,carrier,14219,4315
drug_protein,carrier,14220,4315
drug_protein,carrier,14221,4315
drug_protein,carrier,14222,4315
drug_protein,carrier,14223,4315
drug_protein,carrier,14224,4315
drug_protein,carrier,14225,4315
drug_protein,carrier,14226,4315
drug_protein,carrier,14227,4315
drug_protein,carrier,14228,4315
drug_protein,carrier,14229,4315
drug_protein,carrier,14230,4315
drug_protein,carrier,14231,4315
drug_protein,carrier,14232,4315
drug_protein,carrier,14233,4315
drug_protein,carrier,14234,4315
drug_protein,carrier,14235,4315
drug_protein,carrier,14236,4315
drug_protein,carrier,14237,4315
drug_protein,carrier,14238,4315
drug_protein,carrier,14239,4315
drug_protein,carrier,14240,4315
drug_protein,carrier,14241,4315
drug_protein,carrier,14242,4315
drug_protein,carrier,14243,4315
drug_protein,carrier,14244,4315
drug_protein,carrier,14245,4315
drug_protein,carrier,14246,4315
drug_protein,carrier,14247,4315
drug_protein,carrier,14248,4315
drug_protein,carrier,14249,4315
drug_protein,carrier,14250,4315
drug_protein,carrier,14030,4315
drug_protein,carrier,14062,4315
drug_protein,carrier,14251,4315
drug_protein,carrier,14252,4315
drug_protein,carrier,14253,4315
drug_protein,carrier,14254,4315
drug_protein,carrier,14255,4315
drug_protein,carrier,14256,4315
drug_protein,carrier,14257,4315
drug_protein,carrier,14258,4315
drug_protein,carrier,14259,4315
drug_protein,carrier,14260,4315
drug_protein,carrier,14261,4315
drug_protein,carrier,14262,4315
drug_protein,carrier,14263,4315
drug_protein,carrier,14264,4315
drug_protein,carrier,14265,4315
drug_protein,carrier,14266,4315
drug_protein,carrier,14267,4315
drug_protein,carrier,14268,4315
drug_protein,carrier,14269,4315
drug_protein,carrier,14270,4315
drug_protein,carrier,14271,4315
drug_protein,carrier,14272,4315
drug_protein,carrier,14273,4315
drug_protein,carrier,14274,4315
drug_protein,carrier,14275,4315
drug_protein,carrier,14276,4315
drug_protein,carrier,14277,4315
drug_protein,carrier,14278,4315
drug_protein,carrier,14032,4315
drug_protein,carrier,14279,4315
drug_protein,carrier,14280,4315
drug_protein,carrier,14281,4315
drug_protein,carrier,14282,4315
drug_protein,carrier,14283,4315
drug_protein,carrier,14284,4315
drug_protein,carrier,14285,4315
drug_protein,carrier,14286,4315
drug_protein,carrier,14287,4315
drug_protein,carrier,14288,4315
drug_protein,carrier,14289,4315
drug_protein,carrier,14290,4315
drug_protein,carrier,14291,4315
drug_protein,carrier,14292,4315
drug_protein,carrier,14293,4315
drug_protein,carrier,14294,4315
drug_protein,carrier,14295,4315
drug_protein,carrier,14296,4315
drug_protein,carrier,14297,4315
drug_protein,carrier,14298,4315
drug_protein,carrier,14299,4315
drug_protein,carrier,14300,4315
drug_protein,carrier,14301,4315
drug_protein,carrier,14302,4315
drug_protein,carrier,14303,4315
drug_protein,carrier,14304,4315
drug_protein,carrier,14305,4315
drug_protein,carrier,14306,4315
drug_protein,carrier,14307,4315
drug_protein,carrier,14308,4315
drug_protein,carrier,14309,4315
drug_protein,carrier,14310,4315
drug_protein,carrier,14311,4315
drug_protein,carrier,14312,4315
drug_protein,carrier,14313,4315
drug_protein,carrier,14314,4315
drug_protein,carrier,14315,4315
drug_protein,carrier,14316,4315
drug_protein,carrier,14317,4315
drug_protein,carrier,14318,4315
drug_protein,carrier,14034,4315
drug_protein,carrier,14319,4315
drug_protein,carrier,14320,4315
drug_protein,carrier,14321,4315
drug_protein,carrier,14322,4315
drug_protein,carrier,14323,4315
drug_protein,carrier,14324,4315
drug_protein,carrier,14325,4315
drug_protein,carrier,14326,4315
drug_protein,carrier,14327,4315
drug_protein,carrier,14328,4315
drug_protein,carrier,14115,4315
drug_protein,carrier,14329,4315
drug_protein,carrier,14330,4315
drug_protein,carrier,14331,4315
drug_protein,carrier,14332,4315
drug_protein,carrier,14333,4315
drug_protein,carrier,14334,4315
drug_protein,carrier,14335,4315
drug_protein,carrier,14336,4315
drug_protein,carrier,14337,4315
drug_protein,carrier,14338,4315
drug_protein,carrier,14339,4315
drug_protein,carrier,14340,4315
drug_protein,carrier,14341,4315
drug_protein,carrier,14342,4315
drug_protein,carrier,14343,4315
drug_protein,carrier,14344,4315
drug_protein,carrier,14064,4315
drug_protein,carrier,14345,4315
drug_protein,carrier,14346,4315
drug_protein,carrier,14347,4315
drug_protein,carrier,14348,4315
drug_protein,carrier,14349,4315
drug_protein,carrier,14350,4315
drug_protein,carrier,14351,4315
drug_protein,carrier,14352,4315
drug_protein,carrier,14353,4315
drug_protein,carrier,14072,4315
drug_protein,carrier,14354,4315
drug_protein,carrier,14355,4315
drug_protein,carrier,14356,4315
drug_protein,carrier,14357,4315
drug_protein,carrier,14358,4315
drug_protein,carrier,14359,4315
drug_protein,carrier,14360,4315
drug_protein,carrier,14361,4315
drug_protein,carrier,14362,4315
drug_protein,carrier,14363,4315
drug_protein,carrier,14364,4315
drug_protein,carrier,14365,4315
drug_protein,carrier,14366,4315
drug_protein,carrier,14367,4315
drug_protein,carrier,14368,4315
drug_protein,carrier,14369,4315
drug_protein,carrier,14370,4315
drug_protein,carrier,14371,4315
drug_protein,carrier,14372,4315
drug_protein,carrier,14373,4315
drug_protein,carrier,14374,4315
drug_protein,carrier,14375,4315
drug_protein,carrier,14376,4315
drug_protein,carrier,14377,4315
drug_protein,carrier,14378,4315
drug_protein,carrier,14379,4315
drug_protein,carrier,14380,4315
drug_protein,carrier,14381,4315
drug_protein,carrier,14382,4315
drug_protein,carrier,14383,4315
drug_protein,carrier,14384,4315
drug_protein,carrier,14385,4315
drug_protein,carrier,14386,4315
drug_protein,carrier,14387,4315
drug_protein,carrier,14388,4315
drug_protein,carrier,14389,4315
drug_protein,carrier,14390,4315
drug_protein,carrier,14391,4315
drug_protein,carrier,14392,4315
drug_protein,carrier,14393,4315
drug_protein,carrier,14394,4315
drug_protein,carrier,14395,4315
drug_protein,carrier,14396,4315
drug_protein,carrier,14397,4315
drug_protein,carrier,14398,4315
drug_protein,carrier,14399,4315
drug_protein,carrier,14400,4315
drug_protein,carrier,14401,4315
drug_protein,carrier,14402,4315
drug_protein,carrier,14403,4315
drug_protein,carrier,14404,4315
drug_protein,carrier,14405,4315
drug_protein,carrier,14406,4315
drug_protein,carrier,14407,4315
drug_protein,carrier,14408,4315
drug_protein,carrier,14409,4315
drug_protein,carrier,14410,4315
drug_protein,carrier,14411,4315
drug_protein,carrier,14412,4315
drug_protein,carrier,14413,4315
drug_protein,carrier,14414,4315
drug_protein,carrier,14415,4315
drug_protein,carrier,14105,4315
drug_protein,carrier,14039,4315
drug_protein,carrier,14012,4315
drug_protein,carrier,14416,4315
drug_protein,carrier,14417,4315
drug_protein,carrier,14418,4315
drug_protein,carrier,14419,4315
drug_protein,carrier,14420,4315
drug_protein,carrier,14421,4315
drug_protein,carrier,14422,4315
drug_protein,carrier,14423,4315
drug_protein,carrier,14424,4315
drug_protein,carrier,14425,4315
drug_protein,carrier,14426,4315
drug_protein,carrier,14427,4315
drug_protein,carrier,14428,4315
drug_protein,carrier,14429,4315
drug_protein,carrier,14430,4315
drug_protein,carrier,14431,4315
drug_protein,carrier,14432,4315
drug_protein,carrier,14433,4315
drug_protein,carrier,14434,4315
drug_protein,carrier,14435,4315
drug_protein,carrier,14436,4315
drug_protein,carrier,14437,4315
drug_protein,carrier,14438,4315
drug_protein,carrier,14439,4315
drug_protein,carrier,14118,4315
drug_protein,carrier,14440,4315
drug_protein,carrier,14441,4315
drug_protein,carrier,14442,4315
drug_protein,carrier,14443,4315
drug_protein,carrier,14444,4315
drug_protein,carrier,14445,4315
drug_protein,carrier,14446,4315
drug_protein,carrier,14447,4315
drug_protein,carrier,14448,4315
drug_protein,carrier,14449,4315
drug_protein,carrier,14450,4315
drug_protein,carrier,14451,4315
drug_protein,carrier,14452,4315
drug_protein,carrier,14453,4315
drug_protein,carrier,14454,4315
drug_protein,carrier,14455,4315
drug_protein,carrier,14456,4315
drug_protein,carrier,14457,4315
drug_protein,carrier,14458,4315
drug_protein,carrier,14459,4315
drug_protein,carrier,14460,4315
drug_protein,carrier,14461,4315
drug_protein,carrier,14462,4315
drug_protein,carrier,14463,4315
drug_protein,carrier,14464,4315
drug_protein,carrier,14465,4315
drug_protein,carrier,14466,4315
drug_protein,carrier,14467,4315
drug_protein,carrier,14468,4315
drug_protein,carrier,14469,4315
drug_protein,carrier,14470,4315
drug_protein,carrier,14471,4315
drug_protein,carrier,14472,4315
drug_protein,carrier,14473,4315
drug_protein,carrier,14107,4315
drug_protein,carrier,14474,4315
drug_protein,carrier,14475,4315
drug_protein,carrier,14476,4315
drug_protein,carrier,14477,4315
drug_protein,carrier,14478,4315
drug_protein,carrier,14479,4315
drug_protein,carrier,14480,4315
drug_protein,carrier,14481,4315
drug_protein,carrier,14482,4315
drug_protein,carrier,14483,4315
drug_protein,carrier,14484,4315
drug_protein,carrier,14485,4315
drug_protein,carrier,14486,4315
drug_protein,carrier,14487,4315
drug_protein,carrier,14488,4315
drug_protein,carrier,14489,4315
drug_protein,carrier,14490,4315
drug_protein,carrier,14491,4315
drug_protein,carrier,14492,4315
drug_protein,carrier,14048,4315
drug_protein,carrier,14493,4315
drug_protein,carrier,14049,4315
drug_protein,carrier,14494,4315
drug_protein,carrier,14495,4315
drug_protein,carrier,14496,4315
drug_protein,carrier,14497,4315
drug_protein,carrier,14498,4315
drug_protein,carrier,14499,4315
drug_protein,carrier,14500,4315
drug_protein,carrier,14050,4315
drug_protein,carrier,14501,4315
drug_protein,carrier,14052,11960
drug_protein,carrier,14502,8503
drug_protein,carrier,14503,8503
drug_protein,carrier,14141,8503
drug_protein,carrier,14059,8503
drug_protein,carrier,14147,8503
drug_protein,carrier,14504,8503
drug_protein,carrier,14060,8503
drug_protein,carrier,14505,8503
drug_protein,carrier,14190,8503
drug_protein,carrier,14506,8503
drug_protein,carrier,14507,8503
drug_protein,carrier,14025,8503
drug_protein,carrier,14213,8503
drug_protein,carrier,14217,8503
drug_protein,carrier,14508,8503
drug_protein,carrier,14509,8503
drug_protein,carrier,14510,8503
drug_protein,carrier,14511,8503
drug_protein,carrier,14330,8503
drug_protein,carrier,14512,8503
drug_protein,carrier,14064,8503
drug_protein,carrier,14513,8503
drug_protein,carrier,14080,8503
drug_protein,carrier,14514,8503
drug_protein,carrier,14408,8503
drug_protein,carrier,14515,8503
drug_protein,carrier,14105,8503
drug_protein,carrier,14516,8503
drug_protein,carrier,14517,8503
drug_protein,carrier,14518,8503
drug_protein,carrier,14519,8503
drug_protein,carrier,14520,8503
drug_protein,carrier,14521,8503
drug_protein,carrier,14522,8503
drug_protein,carrier,14107,12653
drug_protein,carrier,14107,3800
drug_protein,carrier,14013,1093
drug_protein,carrier,14054,6753
drug_protein,carrier,14523,6753
drug_protein,carrier,14524,6753
drug_protein,carrier,14525,6753
drug_protein,carrier,14052,56784
drug_protein,carrier,14053,56784
drug_protein,carrier,14147,2387
drug_protein,carrier,14149,2387
drug_protein,carrier,14151,2387
drug_protein,carrier,14208,2387
drug_protein,carrier,14025,2387
drug_protein,carrier,14221,2387
drug_protein,carrier,14028,2387
drug_protein,carrier,14235,2387
drug_protein,carrier,14526,2387
drug_protein,carrier,14268,2387
drug_protein,carrier,14270,2387
drug_protein,carrier,14281,2387
drug_protein,carrier,14527,2387
drug_protein,carrier,14528,2387
drug_protein,carrier,14342,2387
drug_protein,carrier,14529,2387
drug_protein,carrier,14530,2387
drug_protein,carrier,14531,2387
drug_protein,carrier,14532,2387
drug_protein,carrier,14363,2387
drug_protein,carrier,14383,2387
drug_protein,carrier,14387,2387
drug_protein,carrier,14039,2387
drug_protein,carrier,14476,2387
drug_protein,carrier,14477,2387
drug_protein,carrier,14478,2387
drug_protein,carrier,14533,2387
drug_protein,carrier,14479,2387
drug_protein,carrier,14480,2387
drug_protein,carrier,14481,2387
drug_protein,carrier,14482,2387
drug_protein,carrier,14483,2387
drug_protein,carrier,14041,2387
drug_protein,carrier,14042,2387
drug_protein,carrier,14043,2387
drug_protein,carrier,14044,2387
drug_protein,carrier,14045,2387
drug_protein,carrier,14046,2387
drug_protein,carrier,14047,2387
drug_protein,carrier,14501,2387
drug_protein,carrier,14148,5756
drug_protein,carrier,14051,4360
drug_protein,carrier,14111,7450
drug_protein,carrier,14534,7450
drug_protein,carrier,14535,7450
drug_protein,carrier,14536,7450
drug_protein,carrier,14052,10827
drug_protein,carrier,14389,1048
drug_protein,carrier,14012,1048
drug_protein,carrier,14537,4735
drug_protein,carrier,14140,4735
drug_protein,carrier,14538,4735
drug_protein,carrier,14155,4735
drug_protein,carrier,14156,4735
drug_protein,carrier,14160,4735
drug_protein,carrier,14161,4735
drug_protein,carrier,14163,4735
drug_protein,carrier,14171,4735
drug_protein,carrier,14539,4735
drug_protein,carrier,14173,4735
drug_protein,carrier,14176,4735
drug_protein,carrier,14179,4735
drug_protein,carrier,14180,4735
drug_protein,carrier,14184,4735
drug_protein,carrier,14187,4735
drug_protein,carrier,14189,4735
drug_protein,carrier,14540,4735
drug_protein,carrier,14196,4735
drug_protein,carrier,14207,4735
drug_protein,carrier,14212,4735
drug_protein,carrier,14216,4735
drug_protein,carrier,14541,4735
drug_protein,carrier,14222,4735
drug_protein,carrier,14223,4735
drug_protein,carrier,14239,4735
drug_protein,carrier,14251,4735
drug_protein,carrier,14258,4735
drug_protein,carrier,14542,4735
drug_protein,carrier,14265,4735
drug_protein,carrier,14292,4735
drug_protein,carrier,14305,4735
drug_protein,carrier,14310,4735
drug_protein,carrier,14543,4735
drug_protein,carrier,14544,4735
drug_protein,carrier,14545,4735
drug_protein,carrier,14319,4735
drug_protein,carrier,14546,4735
drug_protein,carrier,14326,4735
drug_protein,carrier,14547,4735
drug_protein,carrier,14341,4735
drug_protein,carrier,14548,4735
drug_protein,carrier,14549,4735
drug_protein,carrier,14346,4735
drug_protein,carrier,14352,4735
drug_protein,carrier,14550,4735
drug_protein,carrier,14373,4735
drug_protein,carrier,14375,4735
drug_protein,carrier,14376,4735
drug_protein,carrier,14400,4735
drug_protein,carrier,14401,4735
drug_protein,carrier,14402,4735
drug_protein,carrier,14404,4735
drug_protein,carrier,14405,4735
drug_protein,carrier,14406,4735
drug_protein,carrier,14551,4735
drug_protein,carrier,14409,4735
drug_protein,carrier,14418,4735
drug_protein,carrier,14421,4735
drug_protein,carrier,14422,4735
drug_protein,carrier,14439,4735
drug_protein,carrier,14443,4735
drug_protein,carrier,14445,4735
drug_protein,carrier,14447,4735
drug_protein,carrier,14457,4735
drug_protein,carrier,14468,4735
drug_protein,carrier,14471,4735
drug_protein,carrier,14552,56713
drug_protein,carrier,14553,1928
drug_protein,carrier,14554,4098
drug_protein,carrier,14118,3233
drug_protein,carrier,14020,10647
drug_protein,carrier,14038,10647
drug_protein,carrier,14040,10647
drug_protein,carrier,14038,4152
drug_protein,carrier,14555,4152
drug_protein,carrier,14040,4152
drug_protein,carrier,14556,8454
drug_protein,carrier,14557,8454
drug_protein,carrier,14558,8385
drug_protein,carrier,14012,4184
drug_protein,carrier,14438,4184
drug_protein,carrier,14559,8579
drug_protein,carrier,14560,8579
drug_protein,carrier,14561,8579
drug_protein,carrier,14562,8579
drug_protein,carrier,14360,8579
drug_protein,carrier,14119,2515
drug_protein,carrier,14120,2515
drug_protein,carrier,14552,5924
drug_protein,carrier,14563,6178
drug_protein,carrier,14564,6178
drug_protein,carrier,14565,6178
drug_protein,carrier,14566,6178
drug_protein,carrier,14358,6178
drug_protein,carrier,14567,6178
drug_protein,carrier,14360,6178
drug_protein,carrier,14568,6178
drug_protein,carrier,14077,6178
drug_protein,carrier,14362,6178
drug_protein,carrier,14569,6178
drug_protein,carrier,14570,6178
drug_protein,carrier,14571,6178
drug_protein,carrier,14355,5990
drug_protein,carrier,14358,5990
drug_protein,carrier,14360,5990
drug_protein,carrier,14572,11849
drug_protein,carrier,14573,11849
drug_protein,carrier,14131,11849
drug_protein,carrier,14360,11849
drug_protein,carrier,14358,4434
drug_protein,carrier,14119,5169
drug_protein,carrier,14120,5169
drug_protein,carrier,14012,8223
drug_protein,carrier,14235,11479
drug_protein,carrier,14574,11479
drug_protein,carrier,14358,11479
drug_protein,carrier,14362,11479
drug_protein,carrier,14394,11479
drug_protein,carrier,14479,11479
drug_protein,carrier,14480,11479
drug_protein,carrier,14481,11479
drug_protein,carrier,14482,11479
drug_protein,carrier,14483,11479
drug_protein,carrier,14575,5481
drug_protein,carrier,14575,12713
drug_protein,carrier,14437,2347
drug_protein,carrier,14576,11706
drug_protein,carrier,14577,11706
drug_protein,carrier,14578,11706
drug_protein,carrier,14360,11706
drug_protein,carrier,14053,4989
drug_protein,carrier,14108,4989
drug_protein,carrier,14109,4989
drug_protein,carrier,14110,4989
drug_protein,carrier,14436,13384
drug_protein,carrier,14441,13384
drug_protein,carrier,14486,13384
drug_protein,carrier,14394,8838
drug_protein,carrier,14579,5854
drug_protein,carrier,14146,4735
drug_protein,carrier,14148,4735
drug_protein,carrier,14159,4735
drug_protein,carrier,14164,4735
drug_protein,carrier,14580,4735
drug_protein,carrier,14168,4735
drug_protein,carrier,14177,4735
drug_protein,carrier,14182,4735
drug_protein,carrier,14185,4735
drug_protein,carrier,14202,4735
drug_protein,carrier,14206,4735
drug_protein,carrier,14240,4735
drug_protein,carrier,14241,4735
drug_protein,carrier,14250,4735
drug_protein,carrier,14581,4735
drug_protein,carrier,14263,4735
drug_protein,carrier,14266,4735
drug_protein,carrier,14282,4735
drug_protein,carrier,14286,4735
drug_protein,carrier,14296,4735
drug_protein,carrier,14301,4735
drug_protein,carrier,14316,4735
drug_protein,carrier,14582,4735
drug_protein,carrier,14583,4735
drug_protein,carrier,14347,4735
drug_protein,carrier,14380,4735
drug_protein,carrier,14411,4735
drug_protein,carrier,14425,4735
drug_protein,carrier,14446,4735
drug_protein,carrier,14449,4735
drug_protein,carrier,14450,4735
drug_protein,carrier,14452,4735
drug_protein,carrier,14456,4735
drug_protein,carrier,14462,4735
drug_protein,carrier,14466,4735
drug_protein,carrier,14492,4735
drug_protein,carrier,14494,4735
drug_protein,carrier,14146,9525
drug_protein,carrier,14148,9525
drug_protein,carrier,14159,9525
drug_protein,carrier,14164,9525
drug_protein,carrier,14580,9525
drug_protein,carrier,14168,9525
drug_protein,carrier,14177,9525
drug_protein,carrier,14182,9525
drug_protein,carrier,14185,9525
drug_protein,carrier,14202,9525
drug_protein,carrier,14206,9525
drug_protein,carrier,14240,9525
drug_protein,carrier,14241,9525
drug_protein,carrier,14250,9525
drug_protein,carrier,14581,9525
drug_protein,carrier,14263,9525
drug_protein,carrier,14266,9525
drug_protein,carrier,14282,9525
drug_protein,carrier,14286,9525
drug_protein,carrier,14296,9525
drug_protein,carrier,14301,9525
drug_protein,carrier,14316,9525
drug_protein,carrier,14582,9525
drug_protein,carrier,14583,9525
drug_protein,carrier,14347,9525
drug_protein,carrier,14380,9525
drug_protein,carrier,14411,9525
drug_protein,carrier,14425,9525
drug_protein,carrier,14446,9525
drug_protein,carrier,14449,9525
drug_protein,carrier,14450,9525
drug_protein,carrier,14452,9525
drug_protein,carrier,14456,9525
drug_protein,carrier,14462,9525
drug_protein,carrier,14466,9525
drug_protein,carrier,14492,9525
drug_protein,carrier,14494,9525
drug_protein,carrier,14051,4794
drug_protein,carrier,14051,12550
drug_protein,carrier,14051,5391
drug_protein,carrier,14051,9169
drug_protein,carrier,14051,7618
drug_protein,carrier,14051,11214
drug_protein,carrier,14012,10234
drug_protein,carrier,14012,7411
drug_protein,carrier,14012,13951
drug_protein,carrier,14012,13299
drug_protein,carrier,14012,58206
drug_protein,carrier,14012,8
drug_protein,carrier,14012,11989
drug_protein,carrier,14012,10929
drug_protein,carrier,14012,12692
drug_protein,carrier,14012,11655
drug_protein,carrier,14012,5303
drug_protein,carrier,14012,10283
drug_protein,carrier,14012,7609
drug_protein,carrier,14012,6800
drug_protein,carrier,14012,2225
drug_protein,carrier,14012,12580
drug_protein,carrier,14012,34885
drug_protein,carrier,14012,1369
drug_protein,carrier,14012,13076
drug_protein,carrier,14436,5961
drug_protein,carrier,14441,5961
drug_protein,carrier,14486,5961
drug_protein,carrier,14554,12774
drug_protein,carrier,14054,6151
drug_protein,carrier,14554,2318
drug_protein,carrier,14554,10915
drug_protein,carrier,14554,10666
drug_protein,carrier,14554,4308
drug_protein,carrier,14554,5640
drug_protein,carrier,14374,33915
drug_protein,enzyme,14584,13982
drug_protein,enzyme,14585,13982
drug_protein,enzyme,14584,476
drug_protein,enzyme,14275,373
drug_protein,enzyme,14423,373
drug_protein,enzyme,14586,2499
drug_protein,enzyme,14587,2499
drug_protein,enzyme,14588,2499
drug_protein,enzyme,14589,2499
drug_protein,enzyme,14590,2499
drug_protein,enzyme,14591,11481
