relation,display_relation,x_index,y_index
indication,indication,16059,37564
indication,indication,14703,37564
indication,indication,20373,37564
indication,indication,14729,37564
indication,indication,20374,37564
indication,indication,16074,37564
indication,indication,20375,37564
indication,indication,15839,37564
indication,indication,14786,37564
indication,indication,15461,83754
indication,indication,15461,27932
indication,indication,15461,39774
indication,indication,20378,28756
indication,indication,20378,37762
indication,indication,15288,39774
indication,indication,15288,83754
indication,indication,20380,39774
indication,indication,20380,83754
indication,indication,16478,39774
indication,indication,16478,83754
indication,indication,20381,39774
indication,indication,20381,83754
indication,indication,20382,39774
indication,indication,20382,83754
indication,indication,14269,28478
indication,indication,14024,28478
indication,indication,14030,28478
indication,indication,14028,28478
indication,indication,15003,28478
indication,indication,14042,28478
indication,indication,14019,28478
indication,indication,14023,28478
indication,indication,15461,83755
indication,indication,14190,83755
indication,indication,15461,83756
indication,indication,15461,39470
indication,indication,15461,36644
indication,indication,15461,31850
indication,indication,15461,83757
indication,indication,15461,38031
indication,indication,15461,83758
indication,indication,18680,83756
indication,indication,18680,39470
indication,indication,18680,36644
indication,indication,18680,31850
indication,indication,18680,83757
indication,indication,18680,38031
indication,indication,18680,83758
indication,indication,14190,83756
indication,indication,14190,39470
indication,indication,14190,36644
indication,indication,14190,31850
indication,indication,14190,83757
indication,indication,14190,38031
indication,indication,14190,83758
indication,indication,14655,83756
indication,indication,14655,39470
indication,indication,14655,36644
indication,indication,14655,31850
indication,indication,14655,83757
indication,indication,14655,38031
indication,indication,14655,83758
indication,indication,14061,83756
indication,indication,14061,39470
indication,indication,14061,36644
indication,indication,14061,31850
indication,indication,14061,83757
indication,indication,14061,38031
indication,indication,14061,83758
indication,indication,16183,83756
indication,indication,16183,39470
indication,indication,16183,36644
indication,indication,16183,31850
indication,indication,16183,83757
indication,indication,16183,38031
indication,indication,16183,83758
indication,indication,14299,27933
indication,indication,14299,37703
indication,indication,14299,83760
indication,indication,15117,27933
indication,indication,15117,37703
indication,indication,15117,83760
indication,indication,14189,27933
indication,indication,14189,37703
indication,indication,14189,83760
indication,indication,14885,27933
indication,indication,14885,37703
indication,indication,14885,83760
indication,indication,20384,27933
indication,indication,20384,37703
indication,indication,20384,83760
indication,indication,15116,27933
indication,indication,15116,37703
indication,indication,15116,83760
indication,indication,14905,27933
indication,indication,14905,37703
indication,indication,14905,83760
indication,indication,15082,27933
indication,indication,15082,37703
indication,indication,15082,83760
indication,indication,17310,27933
indication,indication,17310,37703
indication,indication,17310,83760
indication,indication,20147,27933
indication,indication,20147,37703
indication,indication,20147,83760
indication,indication,14176,27933
indication,indication,14176,37703
indication,indication,14176,83760
indication,indication,14893,27933
indication,indication,14893,37703
indication,indication,14893,83760
indication,indication,14884,27933
indication,indication,14884,37703
indication,indication,14884,83760
indication,indication,14173,27933
indication,indication,14173,37703
indication,indication,14173,83760
indication,indication,14156,27933
indication,indication,14156,37703
indication,indication,14156,83760
indication,indication,14543,27933
indication,indication,14543,37703
indication,indication,14543,83760
indication,indication,17305,27933
indication,indication,17305,37703
indication,indication,17305,83760
indication,indication,17257,27933
indication,indication,17257,37703
indication,indication,17257,83760
indication,indication,20385,27933
indication,indication,20385,37703
indication,indication,20385,83760
indication,indication,14544,27933
indication,indication,14544,37703
indication,indication,14544,83760
indication,indication,15667,27933
indication,indication,15667,37703
indication,indication,15667,83760
indication,indication,20386,27933
indication,indication,20386,37703
indication,indication,20386,83760
indication,indication,14906,27933
indication,indication,14906,37703
indication,indication,14906,83760
indication,indication,20133,27933
indication,indication,20133,37703
indication,indication,20133,83760
indication,indication,20387,27933
indication,indication,20387,37703
indication,indication,20387,83760
indication,indication,20388,27933
indication,indication,20388,37703
indication,indication,20388,83760
indication,indication,20389,27933
indication,indication,20389,37703
indication,indication,20389,83760
indication,indication,14310,27933
indication,indication,14310,37703
indication,indication,14310,83760
indication,indication,14540,27933
indication,indication,14540,37703
indication,indication,14540,83760
indication,indication,14542,27933
indication,indication,14542,37703
indication,indication,14542,83760
indication,indication,14144,83761
indication,indication,14508,83761
indication,indication,14141,83761
indication,indication,17065,83761
indication,indication,14993,83761
indication,indication,14956,83761
indication,indication,15311,83761
indication,indication,15835,83761
indication,indication,15218,29186
indication,indication,14176,38242
indication,indication,15590,38242
indication,indication,14310,38242
indication,indication,14161,38242
indication,indication,14999,38242
indication,indication,17829,38242
indication,indication,17829,28249
indication,indication,17831,38242
indication,indication,17831,28249
indication,indication,16011,38242
indication,indication,16011,28249
indication,indication,14999,28249
indication,indication,14153,83763
indication,indication,17829,83763
indication,indication,15194,83763
indication,indication,14380,83763
indication,indication,15098,83763
indication,indication,17831,83763
indication,indication,14178,83763
indication,indication,14956,83763
indication,indication,14140,83763
indication,indication,14161,83763
indication,indication,14323,83763
indication,indication,14999,83763
indication,indication,14223,83763
indication,indication,15218,32132
indication,indication,14144,36743
indication,indication,14192,36743
indication,indication,14141,36743
indication,indication,14993,36743
indication,indication,14956,36743
indication,indication,14234,36743
indication,indication,15475,36743
indication,indication,15311,36743
indication,indication,15472,36743
indication,indication,18277,36743
indication,indication,15799,27626
indication,indication,17141,27626
indication,indication,14699,27626
indication,indication,15416,33125
indication,indication,15231,33125
indication,indication,14294,33125
indication,indication,15519,33125
indication,indication,14153,33115
indication,indication,20354,33115
indication,indication,15416,33115
indication,indication,15449,33115
indication,indication,15837,33115
indication,indication,15466,33115
indication,indication,20341,33115
indication,indication,14294,33115
indication,indication,15434,33115
indication,indication,15453,33115
indication,indication,15194,38242
indication,indication,14380,38242
indication,indication,14956,38242
indication,indication,14140,38242
indication,indication,14323,38242
indication,indication,14223,38242
indication,indication,20377,33649
indication,indication,15064,33649
indication,indication,14269,33649
indication,indication,14020,33649
indication,indication,15486,33649
indication,indication,14021,33649
indication,indication,15500,33649
indication,indication,16837,33649
indication,indication,14680,33649
indication,indication,20437,33649
indication,indication,14941,33649
indication,indication,14030,33649
indication,indication,14028,33649
indication,indication,15003,33649
indication,indication,14042,33649
indication,indication,14320,33649
indication,indication,17776,33649
indication,indication,14019,33649
indication,indication,14033,33649
indication,indication,15583,33649
indication,indication,14026,33649
indication,indication,14029,33649
indication,indication,20193,33649
indication,indication,20322,33649
indication,indication,20438,33649
indication,indication,14023,33649
indication,indication,14152,36432
indication,indication,20339,36432
indication,indication,15466,36432
indication,indication,16793,36432
indication,indication,14276,36432
indication,indication,14257,36432
indication,indication,14133,36432
indication,indication,17344,36432
indication,indication,14217,36432
indication,indication,14168,36432
indication,indication,15295,36432
indication,indication,14668,36432
indication,indication,14240,36432
indication,indication,14691,36432
indication,indication,20319,36432
indication,indication,14233,36432
indication,indication,16788,36432
indication,indication,14170,39145
indication,indication,20439,39145
indication,indication,14208,32217
indication,indication,14208,33166
indication,indication,14208,27219
indication,indication,14208,27249
indication,indication,14208,31714
indication,indication,14208,32337
indication,indication,14208,39203
indication,indication,14208,38179
indication,indication,14208,39025
indication,indication,14208,83765
indication,indication,14208,28407
indication,indication,14208,39202
indication,indication,14208,33453
indication,indication,14208,83766
indication,indication,14208,33232
indication,indication,14208,32899
indication,indication,14208,27741
indication,indication,14208,32905
indication,indication,14208,38508
indication,indication,14208,38085
indication,indication,14208,39539
indication,indication,14208,37285
indication,indication,14269,83767
indication,indication,20440,83767
indication,indication,14024,83767
indication,indication,14030,83767
indication,indication,14028,83767
indication,indication,15003,83767
indication,indication,14042,83767
indication,indication,14320,83767
indication,indication,17727,83767
indication,indication,14019,83767
indication,indication,17428,83767
indication,indication,17735,83767
indication,indication,14023,83767
indication,indication,17728,83767
indication,indication,14502,33621
indication,indication,14502,28830
indication,indication,14502,30654
indication,indication,14502,83769
indication,indication,14269,33621
indication,indication,14269,28830
indication,indication,14269,30654
indication,indication,14269,83769
indication,indication,14194,33621
indication,indication,14194,28830
indication,indication,14194,30654
indication,indication,14194,83769
indication,indication,14955,33621
indication,indication,14955,28830
indication,indication,14955,30654
indication,indication,14955,83769
indication,indication,15429,33621
indication,indication,15429,28830
indication,indication,15429,30654
indication,indication,15429,83769
indication,indication,14024,33621
indication,indication,14024,28830
indication,indication,14024,30654
indication,indication,14024,83769
indication,indication,14764,33621
indication,indication,14764,28830
indication,indication,14764,30654
indication,indication,14764,83769
indication,indication,14030,33621
indication,indication,14030,28830
indication,indication,14030,30654
indication,indication,14030,83769
indication,indication,14028,33621
indication,indication,14028,28830
indication,indication,14028,30654
indication,indication,14028,83769
indication,indication,15003,33621
indication,indication,15003,28830
indication,indication,15003,30654
indication,indication,15003,83769
indication,indication,14042,33621
indication,indication,14042,28830
indication,indication,14042,30654
indication,indication,14042,83769
indication,indication,14320,33621
indication,indication,14320,28830
indication,indication,14320,30654
indication,indication,14320,83769
indication,indication,14019,33621
indication,indication,14019,28830
indication,indication,14019,30654
indication,indication,14019,83769
indication,indication,14948,33621
indication,indication,14948,28830
indication,indication,14948,30654
indication,indication,14948,83769
indication,indication,14275,33621
indication,indication,14275,28830
indication,indication,14275,30654
indication,indication,14275,83769
indication,indication,14789,33621
indication,indication,14789,28830
indication,indication,14789,30654
indication,indication,14789,83769
indication,indication,14780,33621
indication,indication,14780,28830
indication,indication,14780,30654
indication,indication,14780,83769
indication,indication,14514,33621
indication,indication,14514,28830
indication,indication,14514,30654
indication,indication,14514,83769
indication,indication,14503,33621
indication,indication,14503,28830
indication,indication,14503,30654
indication,indication,14503,83769
indication,indication,14023,33621
indication,indication,14023,28830
indication,indication,14023,30654
indication,indication,14023,83769
indication,indication,15805,33621
indication,indication,15805,28830
indication,indication,15805,30654
indication,indication,15805,83769
indication,indication,14269,33206
indication,indication,14269,39506
indication,indication,14024,33206
indication,indication,14024,39506
indication,indication,14030,33206
indication,indication,14030,39506
indication,indication,14028,33206
indication,indication,14028,39506
indication,indication,15003,33206
indication,indication,15003,39506
indication,indication,14042,33206
indication,indication,14042,39506
indication,indication,14320,33206
indication,indication,14320,39506
indication,indication,14019,33206
indication,indication,14019,39506
indication,indication,14023,33206
indication,indication,14023,39506
indication,indication,14269,38666
indication,indication,14269,30813
indication,indication,14024,38666
indication,indication,14024,30813
indication,indication,14030,38666
indication,indication,14030,30813
indication,indication,14028,38666
indication,indication,14028,30813
indication,indication,15003,38666
indication,indication,15003,30813
indication,indication,14042,38666
indication,indication,14042,30813
indication,indication,14320,38666
indication,indication,14320,30813
indication,indication,14019,38666
indication,indication,14019,30813
indication,indication,17886,38666
indication,indication,17886,30813
indication,indication,14023,38666
indication,indication,14023,30813
indication,indication,14059,36469
indication,indication,14059,31732
indication,indication,14059,32719
indication,indication,14060,36469
indication,indication,14060,31732
indication,indication,14060,32719
indication,indication,17422,37784
indication,indication,17422,28158
indication,indication,17422,83770
indication,indication,14269,37784
indication,indication,14269,28158
indication,indication,14269,83770
indication,indication,15500,37784
indication,indication,15500,28158
indication,indication,15500,83770
indication,indication,14024,37784
indication,indication,14024,28158
indication,indication,14024,83770
indication,indication,14034,37784
indication,indication,14034,28158
indication,indication,14034,83770
indication,indication,14030,37784
indication,indication,14030,28158
indication,indication,14030,83770
indication,indication,14028,37784
indication,indication,14028,28158
indication,indication,14028,83770
indication,indication,15003,37784
indication,indication,15003,28158
indication,indication,15003,83770
indication,indication,14042,37784
indication,indication,14042,28158
indication,indication,14042,83770
indication,indication,14320,37784
indication,indication,14320,28158
indication,indication,14320,83770
indication,indication,15887,37784
indication,indication,15887,28158
indication,indication,15887,83770
indication,indication,14019,37784
indication,indication,14019,28158
indication,indication,14019,83770
indication,indication,17584,37784
indication,indication,17584,28158
indication,indication,17584,83770
indication,indication,17417,37784
indication,indication,17417,28158
indication,indication,17417,83770
indication,indication,17585,37784
indication,indication,17585,28158
indication,indication,17585,83770
indication,indication,14023,37784
indication,indication,14023,28158
indication,indication,14023,83770
indication,indication,14269,38513
indication,indication,14269,35510
indication,indication,14024,38513
indication,indication,14024,35510
indication,indication,14030,38513
indication,indication,14030,35510
indication,indication,14028,38513
indication,indication,14028,35510
indication,indication,15003,38513
indication,indication,15003,35510
indication,indication,14042,38513
indication,indication,14042,35510
indication,indication,14320,38513
indication,indication,14320,35510
indication,indication,14019,38513
indication,indication,14019,35510
indication,indication,14023,38513
indication,indication,14023,35510
indication,indication,14269,38016
indication,indication,18314,38016
indication,indication,14024,38016
indication,indication,14030,38016
indication,indication,14028,38016
indication,indication,15003,38016
indication,indication,14042,38016
indication,indication,14320,38016
indication,indication,14019,38016
indication,indication,20423,38016
indication,indication,14023,38016
indication,indication,15450,83771
indication,indication,15307,83771
indication,indication,17243,39540
indication,indication,17243,39111
indication,indication,17243,83772
indication,indication,17243,83773
indication,indication,17243,29854
indication,indication,14269,39540
indication,indication,14269,39111
indication,indication,14269,83772
indication,indication,14269,83773
indication,indication,14269,29854
indication,indication,15098,39540
indication,indication,15098,39111
indication,indication,15098,83772
indication,indication,15098,83773
indication,indication,15098,29854
indication,indication,14024,39540
indication,indication,14024,39111
indication,indication,14024,83772
indication,indication,14024,83773
indication,indication,14024,29854
indication,indication,14030,39540
indication,indication,14030,39111
indication,indication,14030,83772
indication,indication,14030,83773
indication,indication,14030,29854
indication,indication,14028,39540
indication,indication,14028,39111
indication,indication,14028,83772
indication,indication,14028,83773
indication,indication,14028,29854
indication,indication,15003,39540
indication,indication,15003,39111
indication,indication,15003,83772
indication,indication,15003,83773
indication,indication,15003,29854
indication,indication,14042,39540
indication,indication,14042,39111
indication,indication,14042,83772
indication,indication,14042,83773
indication,indication,14042,29854
indication,indication,14320,39540
indication,indication,14320,39111
indication,indication,14320,83772
indication,indication,14320,83773
indication,indication,14320,29854
indication,indication,14019,39540
indication,indication,14019,39111
indication,indication,14019,83772
indication,indication,14019,83773
indication,indication,14019,29854
indication,indication,17235,39540
indication,indication,17235,39111
indication,indication,17235,83772
indication,indication,17235,83773
indication,indication,17235,29854
indication,indication,14023,39540
indication,indication,14023,39111
indication,indication,14023,83772
indication,indication,14023,83773
indication,indication,14023,29854
indication,indication,14269,36272
indication,indication,14158,36272
indication,indication,14030,36272
indication,indication,14028,36272
indication,indication,15003,36272
indication,indication,14042,36272
indication,indication,14320,36272
indication,indication,14204,36272
indication,indication,14019,36272
indication,indication,14238,36272
indication,indication,14340,36272
indication,indication,14023,36272
indication,indication,20442,36048
indication,indication,15767,36048
indication,indication,16060,36048
indication,indication,16062,36048
indication,indication,14843,36048
indication,indication,20172,36048
indication,indication,16071,36048
indication,indication,14785,36048
indication,indication,20403,36048
indication,indication,20218,36048
indication,indication,16059,36048
indication,indication,20443,36048
indication,indication,14703,36048
indication,indication,20129,36048
indication,indication,16977,36048
indication,indication,20146,36048
indication,indication,16063,36048
indication,indication,19331,36048
indication,indication,16313,36048
indication,indication,20214,36048
indication,indication,16311,36048
indication,indication,16074,36048
indication,indication,20444,36048
indication,indication,20375,36048
indication,indication,15839,36048
indication,indication,20445,36048
indication,indication,20424,36048
indication,indication,15549,36048
indication,indication,20376,36048
indication,indication,16055,36048
indication,indication,15462,36048
indication,indication,15144,36048
indication,indication,14734,36048
indication,indication,14786,36048
indication,indication,15420,36048
indication,indication,16057,36048
indication,indication,14269,36347
indication,indication,14269,36436
indication,indication,14262,36347
indication,indication,14262,36436
indication,indication,14158,36347
indication,indication,14158,36436
indication,indication,14030,36347
indication,indication,14030,36436
indication,indication,14028,36347
indication,indication,14028,36436
indication,indication,15003,36347
indication,indication,15003,36436
indication,indication,14042,36347
indication,indication,14042,36436
indication,indication,14019,36347
indication,indication,14019,36436
indication,indication,14340,36347
indication,indication,14340,36436
indication,indication,14023,36347
indication,indication,14023,36436
indication,indication,14269,39524
indication,indication,18230,39524
